conversation_id,turn_no,speaker,utterance,strategy
268,4,1,The Razer Blade 15 is a 15.6-inch gaming laptop with up to 11th-generation Intel Core processors and up to 32GB of memory. It comes with a dedicated Nvidia GeForce graphics card and a long battery life. It also features a dedicated Nvidia GeForce graphics card and a long battery life. It also features a dedicated Nvidia GeForce graphics card and a long battery life.,1
268,5,0,What would be the total price for all of these items?,3
268,5,1,The total price for all of these items will be $135100.0 how does that sound?,4
268,6,0,"$105700.0 is out of my budget for this product, I will not be able to afford it.",5
268,6,1,"Sorry, I cannot meet you in the middle. I will not be able to sell this product to you at this price.",4
268,7,0,Does the USB Hub come with the HP Pavilion 22CWA?,7
268,7,1,"The USB hub comes with the HP Pavilion 22CWA. The USB hub also has multiple USB 3.0 ports, an HDMI port, and a USB-C charging port. It also has a slim design and is compatible with most USB-C laptops and devices. Can I help you with anything else?",1
268,8,0,"I don't need the monitor, how about removing it from the deal?",2
268,8,1,"Sure, if you don't need the monitor, I can certainly remove it.",2
268,9,0,I cannot afford $122200.0 I can only go up to $104300.0 I am sorry.,5
268,9,1,I understand that you cannot afford $104300.0 and I am willing to meet you in the middle at $122600.0 I hope we can still come to a mutually beneficial agreement.,4
268,10,0,I understand and I'm willing to pay $110400.0 for the Razer Blade. Let's go ahead with the transaction.,7
268,10,1,I understand and I'm willing to sell you the Razer Blade for $110400.0 You are welcome to purchase it.,4
280,1,0,"Do you have a replacement for this fridge, as this one is faulty? Is there any warranty for this fridge?",7
280,1,1,"I can certainly recommend this refrigerator to you, as it has a massive capacity and has a warranty. I'm happy to assist you with any queries that you may have.",1
280,2,0,"Hello, I am interested in the refrigerator. I do not need the cover, can we remove the cover and still buy the refrigerator? What would be the new price for this deal?",2
280,2,1,"Hello, I do not have the cover for the refrigerator, you can remove the cover and still buy the refrigerator for $65600.0",2
280,3,0,s the ice maker on the GE 27.8 cu. ft. French Door Refrigerator included?,7
280,3,1,The GE 27.8 cu. ft. French Door Refrigerator comes with an ice maker and a water dispenser.,1
280,4,0,That's way over my budget.,7
326,1,0,"Hello, I am interested in buying this camera. There is a sale of the Canon EOS 5D Mark IV for $33500.0 But this camera has a few flaws that I would like fixed for $22600.0",7
326,1,1,"Hello, thank you for your interest in this camera! I'm sorry, but I am not able to go down to $22600.0 If you are interested in purchasing it for $25800.0 please let me know.",4
326,2,0,"and you tell me more about continuous shooting, so that I know how fast the 5D Mark IV can shoot?",7
326,2,1,"The 5D Mark IV shoots at a continuous speed of 5fps, which is great for capturing fast-paced action. This camera is great for sports, wildlife and other fast-paced action.",1
326,3,0,and the camera record video?,7
326,3,1,The camera will record videos. How can I help you with any other queries?,1
326,4,0,I know you want to sell this product for $'NA' but I can only go up to $22600.0,4
326,4,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the product. It has a DSLR camera, a 30.4 megapixel resolution, 61 autofocus points, 5-axis in-body image stabilization, 7fps continuous shooting, 4K video recording, and a A Memory cards called Kingston Canvas React Plus SDXC Card. It has a capacity of up to 512GB and is great for use in DSLRs and other high-end cameras. It has read speeds of up to 300MB/s and write speeds of up to 260MB/s. It has a guide number of 92' at ISO 100 and 35mm and has a zoom range of 24-120mm.",1
326,5,0,"I want to buy this camera, but I don't have the money to buy it. Can you sell me this camera for $20700.0",5
326,5,1,"Of course! I can remove the camera from the kit and sell you the lens, body, and memory card for $20700.0 I know the camera is worth $23900.0 but I'm confident that you would be happy with the products!",7
326,6,0,and you tell me more about the autofocus points of the Canon EOS 5D Mark IV DSLR camera.,7
326,6,1,The Canon EOS 5D Mark IV has 61 autofocus points. This is great for getting sharp images with minimal manual focusing.,1
326,7,0,"I am not really interested in this camera, it is not for me. Can you sell me this camera for $20100.0",4
326,7,1,"I'm not sure if this is an offer for the camera, or an offer for a camera package? Anyway, I'm sure it will be worth $20100.0 but if you want to sell it for $23300.0 I'm sure you will be very happy with the deal!",4
326,8,0,Can I buy the camera without the flash?,7
326,8,1,"Yes, you can buy the camera without the flash for $22800.0 How does that sound?",4
326,9,0,What is your best offer if I buy the Canon EOS 5D Mark IV along with the Nikon SB-700 AF Speedlight?,3
326,9,1,The price of the bundle with the Canon EOS 5D Mark IV along with the Nikon SB-700 AF Speedlight would be $24600.0 How does that sound?,7
326,10,0,What is the best memory card in this camera?,7
326,10,1,The best memory card for this camera is the Kingston Canvas React Plus SDXC Card. This card has a capacity of up to 512GB and is great for use in DSLRs and other high-end cameras. It has read speeds of up to 300MB/s and write speeds of up to 260MB/s.,1
326,11,0,Does the EOS 5D Mark IV include in-body image stabilization?,7
326,11,1,"Yes, the EOS 5D Mark IV has in-body image stabilization.",1
326,12,0,What will be the price of the bundle if I buy the DSLR camera along with the memory card? What is your best deal if I also buy the memory card?,3
326,12,1,The DSLR along with the memory card would cost you $25100.0 it is a killer deal for the product.,7
326,13,0,"Sorry, $25100.0 is way beyond my budget. I'm looking for something in the $22500.0 range.",4
326,13,1,"I understand that $22500.0 is way beyond your budget, but the best price I can offer for this camera is $22600.0 This camera offers a lot of features and is worth the investment. Shall we shake on this?",4
326,14,0,"I agree, let's go ahead with the purchase for $22500.0",4
326,14,1,Thank you for considering my offer and for deciding to purchase this product.,7
340,1,0,"I want to buy the camera and the tripod, but I have no idea how much NA is in there. Can you sell me the camera and tripod for $27600.0",5
340,1,1,"I'm sorry but I'm not able to sell you the camera and tripod for that, there's no way I can tell you what its NAs are, I'm not a camera dealer. However, here's a great deal! How about I sell you just the camera for $27600.0 but I'll give you an extra $36700.0 if you let me keep the tripod as a bonus?",4
340,2,0,How much will be the total price if I buy this tripod and camera strap along with the camera?,3
340,2,1,"With the tripod, camera strap and camera the total cost would be $37400.0 it is a killer deal for all of these products.",3
340,3,0,I do not need all these things. Can you sell me the camera only for $27400.0,5
340,3,1,"I'm sorry, I can't sell you the camera as it is. Is it possible to sell you just the camera for $36500.0",5
340,4,0,How many autofocus points are in the Olympus OM-D E-M1 Mark III camera?,7
340,4,1,The Olympus OM-D E-M1 Mark III has 121 autofocus points.,1
340,5,0,"$'NA' seems too high, I can only go up to $27400.0",5
340,5,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the Olympus OM-D E-M1 Mark III. It has a 20.4 megapixel resolution, 121 autofocus points, 5-axis in-body image stabilization, 60fps continuous shooting (in electronic shutter mode), 4K video recording, and a Tripod. I'm sure that it will be worth the investment even for $36500.0",1
340,6,0,"Excuse me, I do not need the tripod to be delivered to me. I can pick it up instead. Is it possible to remove the delivery? What is the new price?",2
340,6,1,"I understand that you don't need the delivery, but it is standard practice and it would save you $36000.0 so if you don't mind, I'll just keep it at the original price.",7
340,7,0,What will be the best offer if I buy the camera along with the tripod?,3
340,7,1,The camera along with the tripod would be $36800.0 how does that sound?,7
340,8,0,That sounds like a great price!,7
340,8,1,"I'm sorry, but I cannot go that low. However, I'm willing to reduce the price to $32700.0 Are you interested?",4
340,9,0,es in-body image stabilization mean that I can put my camera on a tripod and shoot without worrying about my camera shaking?,7
340,9,1,In-body image stabilization means that you can take great pictures with your camera without worrying about your camera shaking.,1
340,10,0,"What would be the price for the camera, tripod, and strap together?",7
340,10,1,"The tripod, camera, and strap would only cost you $32700.0 it is a killer deal for the product.",7
340,11,0,I cannot go any further than $28800.0 sorry.,4
340,11,1,"I understand that $28800.0 is much higher than your budget, but I'm willing to go as low as $30500.0 Are you interested?",4
340,12,0,"Yes, I'm interested.",7
340,12,1,"Thank you for your interest, and I am confident that this is a good opportunity for both of us. We can now proceed with the transaction!",7
362,1,0,hat is the cooling capacity of the Daikin 1.5 Ton 5 Star Wi-Fi Inverter Split AC?,7
362,1,1,The cooling capacity of this Daikin 1.5 Ton 5 Star Wi-Fi Inverter Split AC is 5000 W.,1
